"","mean","lower_bound","upper_bound","left_tail_percentage"
"conf.int",3.65,-2.37281800287929,9.67281800287929,0.589
"conf.int",11.8,-17.1096635908132,40.7096635908132,0.589
"conf.int",14.25,-7.75892434929727,36.2589243492973,0.589
"conf.int",16,0.10998494904401,31.890015050956,0.589
"conf.int",5.7,-9.57681188508837,20.9768118850884,0.589
"conf.int",8.9,-7.11856246441203,24.918562464412,0.589
"conf.int",12.7,-7.5107058165142,32.9107058165142,0.589
"conf.int",82.2,-38.6449277201366,203.044927720137,0.589
"conf.int",2.75,-3.72766074018291,9.22766074018291,0.589
"conf.int",34.35,-10.001495789038,78.701495789038,0.589
"conf.int",8.75,-6.4850806328498,23.9850806328498,0.589
"conf.int",4.5,-3.77723501722263,12.7772350172226,0.589
"conf.int",10.75,-2.86344506327465,24.3634450632747,0.589
"conf.int",20.05,-5.94879944966111,46.0487994496611,0.589
"conf.int",13.25,-6.87827103197244,33.3782710319724,0.589
"conf.int",5.25,-4.99566808473223,15.4956680847322,0.589
"conf.int",-0.3,-6.25510886452064,5.65510886452064,0.589
"conf.int",-1.3,-5.69062686913756,3.09062686913756,0.589
"conf.int",36.05,-23.2876593662512,95.3876593662512,0.589
"conf.int",0.95,-5.8040256017532,7.7040256017532,0.589
"conf.int",2.2,-6.59463440426702,10.994634404267,0.589
"conf.int",15.4,-0.439439400988118,31.2394394009881,0.589
"conf.int",5.15,-11.771079097346,22.071079097346,0.589
"conf.int",-2.85,-4.99350167880727,-0.706498321192733,0.589
"conf.int",30,-9.63388213840363,69.6338821384036,0.589
"conf.int",20.35,-14.7020360780446,55.4020360780446,0.589
"conf.int",-2.75,-6.25846550802757,0.758465508027569,0.589
"conf.int",3.45,-3.85347966616177,10.7534796661618,0.589
"conf.int",33.65,0.909310732743762,66.3906892672562,0.589
"conf.int",37,-5.09665703395998,79.09665703396,0.589
"conf.int",7.15,-6.25126939386866,20.5512693938687,0.589
"conf.int",2.05,-3.02366654130404,7.12366654130404,0.589
"conf.int",5.2,-11.2199388745338,21.6199388745338,0.589
"conf.int",9.55,1.70762512958145,17.3923748704186,0.589
"conf.int",5.8,-6.8692805133929,18.4692805133929,0.589
"conf.int",21.75,-1.0320923130392,44.5320923130392,0.589
"conf.int",2.1,-3.92018553717249,8.12018553717249,0.589
"conf.int",0.8,-6.55871439265628,8.15871439265628,0.589
"conf.int",-1.5,-7.17437311415444,4.17437311415444,0.589
"conf.int",9.85,-2.96555074378591,22.6655507437859,0.589
"conf.int",15.65,-18.7563975201336,50.0563975201336,0.589
