"","mean","lower_bound","upper_bound","left_tail_percentage"
"conf.int",17.54,4.02581318230536,31.0541868176946,0.5449
"conf.int",3.33,-1.55904059807584,8.21904059807584,0.5449
"conf.int",8.61,-0.230411768336525,17.4504117683365,0.5449
"conf.int",6.56,0.82246358100784,12.2975364189922,0.5449
"conf.int",14.78,3.34285927247702,26.217140727523,0.5449
"conf.int",16.61,1.94313850525519,31.2768614947448,0.5449
"conf.int",3.19,-1.26792002766569,7.64792002766569,0.5449
"conf.int",8.72,1.61779668233768,15.8222033176623,0.5449
"conf.int",8.73,2.05931375997308,15.4006862400269,0.5449
"conf.int",10.33,1.66519332039534,18.9948066796047,0.5449
"conf.int",29.4,9.95596236970851,48.8440376302915,0.5449
"conf.int",14.58,5.17901730644168,23.9809826935583,0.5449
"conf.int",10.33,0.187194128810952,20.472805871189,0.5449
"conf.int",18.47,7.52747630797347,29.4125236920265,0.5449
"conf.int",20.67,8.27689857681742,33.0631014231826,0.5449
"conf.int",7.94,1.01874057364157,14.8612594263584,0.5449
"conf.int",10.74,1.9693783685241,19.5106216314759,0.5449
"conf.int",13.7,4.84171990920632,22.5582800907937,0.5449
"conf.int",10.1,1.50202718731369,18.6979728126863,0.5449
"conf.int",17.22,4.65662922566077,29.7833707743392,0.5449
"conf.int",9.36,2.53067066714948,16.1893293328505,0.5449
"conf.int",15.53,5.0523713185729,26.0076286814271,0.5449
"conf.int",8.82,2.85211088968345,14.7878891103166,0.5449
"conf.int",10.11,3.86439368549592,16.3556063145041,0.5449
"conf.int",10.5,2.48338747769376,18.5166125223062,0.5449
"conf.int",12.21,2.41643220131741,22.0035677986826,0.5449
"conf.int",5.29,0.673812832884969,9.90618716711503,0.5449
"conf.int",13.64,5.22765757384257,22.0523424261574,0.5449
"conf.int",8.3,2.36819654613547,14.2318034538645,0.5449
"conf.int",7.38,0.720953768397415,14.0390462316026,0.5449
"conf.int",12.37,4.60532941943057,20.1346705805694,0.5449
"conf.int",15.36,3.24399375949454,27.4760062405055,0.5449
"conf.int",25.79,-1.21855600555279,52.7985560055528,0.5449
"conf.int",10.84,4.17188584985542,17.5081141501446,0.5449
"conf.int",15.12,0.489588494892811,29.7504115051072,0.5449
"conf.int",11.26,3.14060758778205,19.3793924122179,0.5449
"conf.int",8.78,1.435901587647,16.124098412353,0.5449
"conf.int",9.02,2.38319538566459,15.6568046143354,0.5449
