"","mean","lower_bound","upper_bound","left_tail_percentage"
"conf.int",1.93333333333333,-3.91339857300844,7.78006523967511,0.5807
"conf.int",22.0333333333333,-6.95193556636909,51.0186022330358,0.5807
"conf.int",-0.733333333333333,-4.93961638073985,3.47294971407319,0.5807
"conf.int",19.4,-4.51701762620434,43.3170176262043,0.5807
"conf.int",33,-4.57230798717608,70.5723079871761,0.5807
"conf.int",11.1666666666667,-1.85817295931654,24.1915062926499,0.5807
"conf.int",-3.06666666666667,-6.12852370873811,-0.00480962459522694,0.5807
"conf.int",5.03333333333333,-6.88039627876895,16.9470629454356,0.5807
"conf.int",5.53333333333333,-4.18647801279173,15.2531446794584,0.5807
"conf.int",12.9333333333333,-10.5978811422421,36.4645478089088,0.5807
"conf.int",5.13333333333333,-1.8694579684416,12.1361246351083,0.5807
"conf.int",11.7,-6.39227509277408,29.7922750927741,0.5807
"conf.int",-2.63333333333333,-4.47960396043679,-0.787062706229877,0.5807
"conf.int",11.8,-2.72909132907347,26.3290913290735,0.5807
"conf.int",5.83333333333333,-4.56720974134386,16.2338764080105,0.5807
"conf.int",12.1333333333333,-0.15595007093224,24.4226167375989,0.5807
"conf.int",5.86666666666667,-3.91232376115613,15.6456570944895,0.5807
"conf.int",8.26666666666667,-1.64816201215957,18.1814953454929,0.5807
"conf.int",28.5333333333333,-6.97888846195007,64.0455551286167,0.5807
"conf.int",33.0666666666667,-8.98079836708747,75.1141317004208,0.5807
"conf.int",5.26666666666667,-6.40959757864723,16.9429309119806,0.5807
"conf.int",15.7333333333333,-8.90833701480212,40.3750036814688,0.5807
"conf.int",3.16666666666667,-2.96516828597026,9.29850161930359,0.5807
"conf.int",12.6666666666667,-1.08232337488235,26.4156567082157,0.5807
"conf.int",-2.6,-5.35375840906938,0.153758409069383,0.5807
"conf.int",-2.93333333333333,-6.11984637186537,0.253179705198707,0.5807
"conf.int",16.5666666666667,1.01021864424148,32.1231146890919,0.5807
"conf.int",11.5666666666667,-4.78184852543088,27.9151818587642,0.5807
"conf.int",2.8,-5.87628789213872,11.4762878921387,0.5807
"conf.int",9.46666666666667,-6.53257138398281,25.4659047173161,0.5807
"conf.int",7.06666666666667,-6.12792379481561,20.2612571281489,0.5807
"conf.int",10.8666666666667,1.77826964478872,19.9550636885446,0.5807
"conf.int",1.83333333333333,-3.84244276908945,7.50910943575612,0.5807
"conf.int",15.5666666666667,-0.234493130722256,31.3678264640556,0.5807
"conf.int",13.9333333333333,-9.94210223186188,37.8087688985286,0.5807
"conf.int",7.33333333333333,-3.14607685697434,17.812743523641,0.5807
"conf.int",38,0.79056641577883,75.2094335842212,0.5807
"conf.int",36.8333333333333,-13.669268505935,87.3359351726017,0.5807
"conf.int",10.5333333333333,-2.49396085034698,23.5606275170136,0.5807
"conf.int",28.3,2.21217639901349,54.3878236009865,0.5807
"conf.int",4.43333333333333,-2.27701159849705,11.1436782651637,0.5807
"conf.int",16.5333333333333,-6.55706983384728,39.6237365005139,0.5807
"conf.int",17.2333333333333,-0.3348772586294,34.8015439252961,0.5807
"conf.int",21.9666666666667,-9.2589510134176,53.1922843467509,0.5807
"conf.int",0.433333333333333,-3.78977609223606,4.65644275890273,0.5807
"conf.int",4.5,-2.69982674460142,11.6998267446014,0.5807
"conf.int",21.6333333333333,1.9463344472275,41.3203322194392,0.5807
"conf.int",26.2333333333333,-3.17828997986242,55.6449566465291,0.5807
"conf.int",13.9666666666667,1.23928147456288,26.6940518587705,0.5807
"conf.int",15.4333333333333,-5.0210042977115,35.8876709643782,0.5807
"conf.int",21.6666666666667,0.710369865026395,42.6229634683069,0.5807
"conf.int",21.2333333333333,-7.94128007763784,50.4079467443045,0.5807
"conf.int",24.8,3.90227442539531,45.6977255746047,0.5807
"conf.int",3.33333333333333,-4.57221240469997,11.2388790713666,0.5807
"conf.int",-3.26666666666667,-4.96494870762666,-1.56838462570668,0.5807
"conf.int",14.3,0.503248296128549,28.0967517038715,0.5807
"conf.int",4.43333333333333,-2.77512504645444,11.6417917131211,0.5807
