"","mean","lower_bound","upper_bound","left_tail_percentage"
"conf.int",15.12,-2.34419207364295,32.584192073643,0.5664
"conf.int",10.8,-3.66609338950676,25.2660933895068,0.5664
"conf.int",24.28,1.03747237687131,47.5225276231287,0.5664
"conf.int",0.26,-3.90370513629277,4.42370513629277,0.5664
"conf.int",6.4,-2.55438716491161,15.3543871649116,0.5664
"conf.int",7.92,-6.01515220201374,21.8551522020137,0.5664
"conf.int",9.3,-2.08674459869224,20.6867445986922,0.5664
"conf.int",6.18,-2.57401823821516,14.9340182382152,0.5664
"conf.int",6.96,-0.769915644907618,14.6899156449076,0.5664
"conf.int",10.7,1.21511594946841,20.1848840505316,0.5664
"conf.int",18.82,-2.38390512084455,40.0239051208445,0.5664
"conf.int",19.38,-5.74570304983415,44.5057030498341,0.5664
"conf.int",13.86,-2.23310168043742,29.9531016804374,0.5664
"conf.int",8.7,0.242956671149746,17.1570433288503,0.5664
"conf.int",-2.38,-4.79551291522437,0.0355129152243702,0.5664
"conf.int",12.8,0.464015062496199,25.1359849375038,0.5664
"conf.int",4.76,-2.58808352381266,12.1080835238127,0.5664
"conf.int",5.9,-4.01315166900758,15.8131516690076,0.5664
"conf.int",11.54,2.32592143941863,20.7540785605814,0.5664
"conf.int",9.46,-0.177791215711091,19.0977912157111,0.5664
"conf.int",11.3,-3.46018431353688,26.0601843135369,0.5664
"conf.int",30.6,6.02891841183847,55.1710815881615,0.5664
"conf.int",22.14,-6.96044902296334,51.2404490229633,0.5664
"conf.int",19.2,3.18843071481152,35.2115692851885,0.5664
"conf.int",16,0.671962341607215,31.3280376583928,0.5664
"conf.int",17.04,-2.85833314181594,36.9383331418159,0.5664
"conf.int",2.06,-1.71659194969811,5.83659194969812,0.5664
"conf.int",22.06,4.97685816677771,39.1431418332223,0.5664
"conf.int",16.04,1.58759091215929,30.4924090878407,0.5664
"conf.int",20.48,3.6589206449203,37.3010793550797,0.5664
"conf.int",20.14,1.35841698933899,38.921583010661,0.5664
"conf.int",11.14,-0.320011259195641,22.6000112591956,0.5664
"conf.int",3.08,-4.1107844831322,10.2707844831322,0.5664
"conf.int",19.82,3.26248076582113,36.3775192341789,0.5664
"conf.int",4.14,-2.79028742603014,11.0702874260301,0.5664
"conf.int",8.26,-2.61671134112525,19.1367113411252,0.5664
"conf.int",19.26,5.04983127255849,33.4701687274415,0.5664
"conf.int",13.8,1.80010237325045,25.7998976267496,0.5664
"conf.int",6.32,-6.33956753256333,18.9795675325633,0.5664
"conf.int",8.48,-0.949981371427416,17.9099813714274,0.5664
"conf.int",26.52,3.07557926603285,49.9644207339671,0.5664
"conf.int",10.1,-0.983194025809184,21.1831940258092,0.5664
"conf.int",3.02,-2.13198221461728,8.17198221461728,0.5664
"conf.int",21.8,3.46059374547903,40.139406254521,0.5664
"conf.int",9.28,1.38528398524907,17.1747160147509,0.5664
"conf.int",7.92,-2.90369708915837,18.7436970891584,0.5664
"conf.int",14.66,3.71051717450349,25.6094828254965,0.5664
"conf.int",4.92,0.717273811066825,9.12272618893317,0.5664
"conf.int",13.8,2.22264815798958,25.3773518420104,0.5664
"conf.int",8.56,-2.85853397806178,19.9785339780618,0.5664
"conf.int",14.26,2.40454047603088,26.1154595239691,0.5664
"conf.int",4.84,-2.98705429163149,12.6670542916315,0.5664
"conf.int",18.7,0.54612072052562,36.8538792794744,0.5664
"conf.int",2.06,-0.963731781942453,5.08373178194245,0.5664
