"x","y"
8.62276235250369,2.34146568759757
9.09761946310924,2.73651641255882
10.6387446451217,3.10734477082224
8.12440752581043,2.25744937605055
9.12175999864105,2.82001626308963
10.362130660845,3.1393281456263
8.76537891307729,2.92227028296184
7.94661719205691,2.15968465815197
8.13021639436409,2.33550730169822
8.60987297035295,2.56797247343818
8.15264992687043,2.16423696177331
8.7393606079006,2.56486700874808
8.58558029365811,2.43403985245476
8.81694920228057,2.21555696045667
9.40705609788058,2.7653493972419
9.62463312820215,2.78057550566543
10.6782057437047,3.43006376194225
8.93130634643501,2.55857811936097
8.67916008734182,2.71525034532104
10.4710057170489,3.16982757376569
10.7043293978271,2.96392677637906
9.04324403755753,2.7878020057679
8.66734268086648,2.57898557956665
7.1777645824369,2.18654177203288
10.4112623987468,3.25498568929252
8.16241756592314,2.47151785377122
7.87623720560468,2.67990299448764
12.0437658860953,3.63624045391725
9.23502130825067,2.5197065846185
8.96674138988669,2.83839537282616
6.2677804770442,1.63575382011329
8.9002094115581,2.28628399711501
9.9760317349224,2.83082224249256
9.4138689154511,2.67522522887827
9.91232216161011,2.85219546394439
10.9837322006844,3.6164715734183
10.1691085140136,3.37785244346081
8.49126298458478,2.69259711471513
9.70418017846551,2.65648706853096
8.80158372617792,2.64510442894004
8.46192921111514,2.63600301009984
6.14424134498076,1.81586690284028
8.21035314773624,2.49745504081207
9.48781463516369,2.65738560756911
11.1680325395193,3.09288570065456
9.50069461428079,3.13176153203444
9.62021020366732,2.93953759891083
8.03409678986642,2.32854950853072
9.16265470811826,2.81385065641887
6.92176245811262,2.48902493205766
